Region,Country,State,City,Month,Day,Year,AvgTemperature
Africa,Algeria,,Algiers,1,1,2005,50.3
Africa,Algeria,,Algiers,1,2,2005,46.7
Africa,Algeria,,Algiers,1,3,2005,47.4
Africa,Algeria,,Algiers,1,4,2005,48.1
Africa,Algeria,,Algiers,1,5,2005,45.4
Africa,Algeria,,Algiers,1,6,2005,43.1
Africa,Algeria,,Algiers,1,7,2005,43.4
Africa,Algeria,,Algiers,1,8,2005,44.2
Africa,Algeria,,Algiers,1,9,2005,42.7
Africa,Algeria,,Algiers,1,10,2005,45
Africa,Algeria,,Algiers,1,11,2005,44.2
Africa,Algeria,,Algiers,1,12,2005,43.7
Africa,Algeria,,Algiers,1,13,2005,49
Africa,Algeria,,Algiers,1,14,2005,51
Africa,Algeria,,Algiers,1,15,2005,44.5
Africa,Algeria,,Algiers,1,16,2005,43.4
Africa,Algeria,,Algiers,1,17,2005,43.7
Africa,Algeria,,Algiers,1,18,2005,46.3
Africa,Algeria,,Algiers,1,19,2005,56.9
Africa,Algeria,,Algiers,1,20,2005,56.9
Africa,Algeria,,Algiers,1,21,2005,55.3
Africa,Algeria,,Algiers,1,22,2005,49.7
Africa,Algeria,,Algiers,1,23,2005,49.9
Africa,Algeria,,Algiers,1,24,2005,48.6
Africa,Algeria,,Algiers,1,25,2005,41.7
Africa,Algeria,,Algiers,1,26,2005,36
Africa,Algeria,,Algiers,1,27,2005,33.3
Africa,Algeria,,Algiers,1,28,2005,37.4
Africa,Algeria,,Algiers,1,29,2005,43.8
Africa,Algeria,,Algiers,1,30,2005,42.8
Africa,Algeria,,Algiers,1,31,2005,42.4
Africa,Algeria,,Algiers,2,1,2005,45.1
Africa,Algeria,,Algiers,2,2,2005,46
Africa,Algeria,,Algiers,2,3,2005,45.4
Africa,Algeria,,Algiers,2,4,2005,46.2
Africa,Algeria,,Algiers,2,5,2005,48.6
Africa,Algeria,,Algiers,2,6,2005,50.3
Africa,Algeria,,Algiers,2,7,2005,54.2
Africa,Algeria,,Algiers,2,8,2005,51.8
Africa,Algeria,,Algiers,2,9,2005,49.5
Africa,Algeria,,Algiers,2,10,2005,47.8
Africa,Algeria,,Algiers,2,11,2005,45.2
Africa,Algeria,,Algiers,2,12,2005,48.4
Africa,Algeria,,Algiers,2,13,2005,53.9
Africa,Algeria,,Algiers,2,14,2005,53
Africa,Algeria,,Algiers,2,15,2005,43.5
Africa,Algeria,,Algiers,2,16,2005,38.5
Africa,Algeria,,Algiers,2,17,2005,40.2
Africa,Algeria,,Algiers,2,18,2005,42.6
Africa,Algeria,,Algiers,2,19,2005,43.2
Africa,Algeria,,Algiers,2,20,2005,48.5
Africa,Algeria,,Algiers,2,21,2005,45.8
Africa,Algeria,,Algiers,2,22,2005,44.7
Africa,Algeria,,Algiers,2,23,2005,52.3
Africa,Algeria,,Algiers,2,24,2005,48.1
Africa,Algeria,,Algiers,2,25,2005,51.5
Africa,Algeria,,Algiers,2,26,2005,49.5
Africa,Algeria,,Algiers,2,27,2005,44.9
Africa,Algeria,,Algiers,2,28,2005,45.9
Africa,Algeria,,Algiers,3,1,2005,47.9
Africa,Algeria,,Algiers,3,2,2005,48.6
Africa,Algeria,,Algiers,3,3,2005,50.8
Africa,Algeria,,Algiers,3,4,2005,48.7
Africa,Algeria,,Algiers,3,5,2005,48.2
Africa,Algeria,,Algiers,3,6,2005,49
Africa,Algeria,,Algiers,3,7,2005,45.4
Africa,Algeria,,Algiers,3,8,2005,44.2
Africa,Algeria,,Algiers,3,9,2005,44.8
Africa,Algeria,,Algiers,3,10,2005,46.7
Africa,Algeria,,Algiers,3,11,2005,47.5
Africa,Algeria,,Algiers,3,12,2005,49.9
Africa,Algeria,,Algiers,3,13,2005,57
Africa,Algeria,,Algiers,3,14,2005,55.2
Africa,Algeria,,Algiers,3,15,2005,58.6
Africa,Algeria,,Algiers,3,16,2005,58.1
Africa,Algeria,,Algiers,3,17,2005,57.2
Africa,Algeria,,Algiers,3,18,2005,55.7
Africa,Algeria,,Algiers,3,19,2005,57.1
Africa,Algeria,,Algiers,3,20,2005,56
Africa,Algeria,,Algiers,3,21,2005,60.9
