Region,Country,State,City,Month,Day,Year,AvgTemperature
Africa,Algeria,,Algiers,1,1,2000,43.9
Africa,Algeria,,Algiers,1,2,2000,46.5
Africa,Algeria,,Algiers,1,3,2000,46.1
Africa,Algeria,,Algiers,1,4,2000,45.7
Africa,Algeria,,Algiers,1,5,2000,46.2
Africa,Algeria,,Algiers,1,6,2000,43.8
Africa,Algeria,,Algiers,1,7,2000,44.9
Africa,Algeria,,Algiers,1,8,2000,46.2
Africa,Algeria,,Algiers,1,9,2000,45.7
Africa,Algeria,,Algiers,1,10,2000,45.2
Africa,Algeria,,Algiers,1,11,2000,45.2
Africa,Algeria,,Algiers,1,12,2000,45.6
Africa,Algeria,,Algiers,1,13,2000,46.6
Africa,Algeria,,Algiers,1,14,2000,46.6
Africa,Algeria,,Algiers,1,15,2000,49.9
Africa,Algeria,,Algiers,1,16,2000,50.2
Africa,Algeria,,Algiers,1,17,2000,46.2
Africa,Algeria,,Algiers,1,18,2000,48.8
Africa,Algeria,,Algiers,1,19,2000,49.1
Africa,Algeria,,Algiers,1,20,2000,50.8
Africa,Algeria,,Algiers,1,21,2000,47.5
Africa,Algeria,,Algiers,1,22,2000,45.4
Africa,Algeria,,Algiers,1,23,2000,45.1
Africa,Algeria,,Algiers,1,24,2000,46.7
Africa,Algeria,,Algiers,1,25,2000,47.2
Africa,Algeria,,Algiers,1,26,2000,47.6
Africa,Algeria,,Algiers,1,27,2000,49
Africa,Algeria,,Algiers,1,28,2000,54
Africa,Algeria,,Algiers,1,29,2000,50.3
Africa,Algeria,,Algiers,1,30,2000,49.1
Africa,Algeria,,Algiers,1,31,2000,49.2
Africa,Algeria,,Algiers,2,1,2000,52.1
Africa,Algeria,,Algiers,2,2,2000,55.2
Africa,Algeria,,Algiers,2,3,2000,54.6
Africa,Algeria,,Algiers,2,4,2000,48.7
Africa,Algeria,,Algiers,2,5,2000,47.1
Africa,Algeria,,Algiers,2,6,2000,47.6
Africa,Algeria,,Algiers,2,7,2000,51.1
Africa,Algeria,,Algiers,2,8,2000,52.7
